"","Nome","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"50","Neilton (ATA)","Vitória","12,03",16,"5,55","1,20","-2,07",22,5,3,0,40,13,4,1,0,0,0,0,4,0,0,21,3,58
"51","Matheus Fernandes (MEI)","Botafogo","13,13",16,"5,54","-4,50","-1,85",64,0,1,0,21,9,4,1,0,0,0,1,5,0,0,23,1,36
"52","Vitinho (ATA)","Flamengo","13,73",2,"5,50","5,80","0,26",7,0,0,0,6,1,1,0,0,0,0,0,0,0,0,5,1,5
"53","Maurício Barbieri (TEC)","Flamengo","14,51",18,"5,50","6,67","0,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Diego Alves (GOL)","Flamengo","13,01",16,"5,39","5,90","0,14",0,0,0,9,5,0,0,0,20,1,0,0,2,0,9,0,0,21
"55","Egídio (LAT)","Cruzeiro","10,00",11,"5,38","0,00","0,00",32,0,0,5,11,5,0,0,0,0,0,0,1,0,0,16,5,36
"56","Luan (ATA)","Atlético-MG","15,02",17,"5,35","5,00","-0,08",48,2,3,0,12,9,4,1,0,0,0,0,3,0,0,25,2,45
"57","Serginho (MEI)","América-MG","16,58",12,"5,34","0,00","0,00",11,4,3,0,14,8,6,0,0,0,0,0,1,0,0,17,1,30
"58","Rodrygo (ATA)","Santos","12,42",15,"5,33","5,30","0,47",10,5,3,0,30,8,8,1,0,0,0,0,1,0,0,18,1,42
"59","Leonardo Silva (ZAG)","Atlético-MG","9,61",6,"5,32","5,70","0,46",9,2,0,1,7,2,0,1,0,0,0,0,2,0,0,5,0,14
"60","Luiz Felipe Scolari (TEC)","Palmeiras","12,15",2,"5,31","6,28","0,80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Odair Hellmann (TEC)","Internacional","12,71",17,"5,31","8,56","0,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Edson (MEI)","Bahia","6,40",3,"5,30","0,00","0,00",10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,2
"63","Bressan (ZAG)","Grêmio","10,48",14,"5,24","0,00","0,00",17,1,0,10,8,2,0,0,0,0,0,0,1,0,0,17,0,17
"64","Rodinei (LAT)","Flamengo","13,67",18,"5,24","6,50","0,85",20,0,2,10,25,5,4,0,0,0,0,0,2,0,0,10,1,25
"65","Éverson (GOL)","Ceará","11,44",17,"5,23","7,70","-0,86",0,0,0,6,5,0,0,0,33,0,0,0,1,0,19,1,0,7
"66","Thiago Rodrigues (GOL)","Paraná","7,57",11,"5,23","0,00","0,00",0,0,0,4,1,0,0,0,18,1,0,0,0,0,11,1,0,5
"67","Diego Souza (MEI)","São Paulo","12,88",14,"5,23","8,40","1,08",3,7,1,0,22,9,7,1,0,0,0,0,0,0,0,21,7,26
"68","Chará (ATA)","Atlético-MG","10,41",6,"5,20","1,80","-0,11",6,1,2,0,14,1,1,0,0,0,0,0,0,0,0,1,2,11
"69","Everton (MEI)","São Paulo","11,97",15,"5,19","6,90","0,66",10,5,6,0,36,6,4,0,0,0,0,0,4,0,0,20,8,42
"70","Nenê (MEI)","São Paulo","11,40",17,"5,15","9,20","1,65",11,7,2,0,36,12,6,2,0,0,0,0,5,0,0,16,3,54
"71","Moisés (LAT)","Botafogo","7,83",11,"5,14","1,60","-0,19",31,0,0,3,15,3,3,0,0,0,0,0,1,0,0,18,0,25
"72","Gabriel (MEI)","Corinthians","12,94",15,"5,10","7,50","0,13",59,1,0,0,21,4,1,0,0,0,0,0,5,0,0,33,0,28
"73","Carlos Augusto (LAT)","Corinthians","1,22",2,"5,10","0,20","-1,46",4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,2
"74","Richard (MEI)","Fluminense","15,56",16,"5,04","0,00","0,00",50,1,1,0,25,3,5,0,0,0,0,0,3,0,0,21,0,39
"75","Anderson Martins (ZAG)","São Paulo","7,74",10,"5,03","-0,60","-1,32",26,1,0,4,3,4,2,0,0,0,0,1,4,0,0,13,0,14
"76","Juninho Quixadá (ATA)","Ceará","4,53",3,"5,03","0,40","-1,07",2,1,1,0,1,3,0,1,0,0,0,0,1,0,0,4,2,6
"77","Renato Gaúcho (TEC)","Grêmio","15,81",18,"5,02","8,77","0,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Luan (ATA)","Grêmio","16,24",11,"5,00","0,00","0,00",12,0,3,0,41,19,8,2,0,0,0,0,1,1,0,16,3,46
"79","Sander (LAT)","Sport","11,62",17,"4,99","9,90","1,14",54,0,0,3,32,5,7,0,0,0,0,0,5,0,0,34,2,39
"80","Zeca (LAT)","Internacional","10,28",9,"4,98","0,00","0,00",15,0,1,5,5,2,1,0,0,0,0,0,0,0,0,6,2,30
"81","Diego Aguirre (TEC)","São Paulo","12,32",17,"4,97","4,33","0,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Gabriel (ATA)","Santos","14,48",17,"4,96","9,40","1,51",13,6,1,0,28,25,6,0,0,0,0,0,1,0,0,16,11,46
"83","Cássio (GOL)","Corinthians","9,65",11,"4,95","-3,80","-2,48",1,0,0,5,1,0,0,0,18,0,0,0,3,0,9,1,0,7
"84","Rhodolfo (ZAG)","Flamengo","8,57",4,"4,95","0,00","0,00",7,0,0,3,2,1,0,0,0,0,0,1,0,0,0,1,1,5
"85","João Ricardo (GOL)","América-MG","6,13",9,"4,94","1,00","-2,13",0,0,0,3,1,0,0,0,16,1,0,0,0,0,12,0,0,7
"86","Yuri (LAT)","Botafogo","1,71",1,"4,90","0,00","0,00",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"87","Léo Duarte (ZAG)","Flamengo","9,89",15,"4,87","9,20","2,00",21,0,0,9,8,4,1,0,0,0,0,0,2,0,0,8,0,13
"88","Léo Pereira (ZAG)","Atlético-PR","3,74",3,"4,83","6,00","0,47",1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,11
"89","Iago (LAT)","Internacional","12,61",16,"4,82","14,00","1,62",34,0,1,9,5,5,2,0,0,0,0,0,4,0,0,20,2,46
"90","Rafael Sobis (ATA)","Cruzeiro","8,90",11,"4,81","0,00","0,00",10,2,1,0,15,12,5,2,0,0,0,0,2,0,0,6,2,14
"91","Éverton Ribeiro (MEI)","Flamengo","7,97",15,"4,79","11,40","1,17",25,3,3,0,29,11,8,0,0,0,0,1,3,0,0,26,0,45
"92","Marcelo Grohe (GOL)","Grêmio","15,68",14,"4,77","0,00","0,00",0,0,0,10,2,0,0,0,9,0,0,0,0,0,5,0,0,4
"93","Jailson (GOL)","Palmeiras","13,68",12,"4,75","4,70","0,17",0,0,0,4,0,0,0,0,23,0,0,1,1,0,11,0,0,10
"94","Leonardo Valencia (MEI)","Botafogo","9,59",16,"4,74","2,60","-0,04",16,2,3,0,25,16,10,1,0,0,0,0,1,0,0,11,0,40
"95","Thiago Larghi (TEC)","Atlético-MG","11,37",18,"4,69","5,12","0,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Fellipe Bastos (MEI)","Sport","9,32",17,"4,65","1,50","-1,07",35,1,2,0,15,20,14,0,0,0,0,0,1,0,0,24,1,58
"97","Tiago Alves (ZAG)","Ceará","5,89",10,"4,63","4,10","-0,06",15,0,0,6,4,1,0,0,0,0,0,0,1,0,0,7,1,10
"98","Carlinhos (LAT)","América-MG","12,00",9,"4,62","7,40","0,40",14,1,1,3,10,3,5,0,0,0,0,0,2,0,0,17,1,26
"99","Marcelo Cirino (ATA)","Atlético-PR","6,12",3,"4,60","0,20","-0,71",5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,10
"100","Piris da Motta (MEI)","Flamengo","7,04",1,"4,60","4,60","0,04",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"101","Dudu (ATA)","Palmeiras","14,98",14,"4,59","0,00","0,00",12,3,3,0,46,6,11,0,0,0,0,1,5,0,0,12,2,39
"102","Santos (GOL)","Atlético-PR","10,73",15,"4,58","10,70","1,16",0,0,0,6,2,0,0,0,24,0,0,0,0,0,16,0,0,8
"103","Luan (ZAG)","Palmeiras","5,05",4,"4,55","5,20","0,01",8,0,0,3,5,0,1,0,0,0,0,1,2,0,0,4,0,5
"104","Kieza (ATA)","Botafogo","7,71",16,"4,47","0,00","0,00",8,5,1,0,24,10,10,0,0,0,0,0,0,0,0,16,5,23
"105","Bruno Alves (ZAG)","São Paulo","10,52",11,"4,40","0,00","0,00",18,1,0,5,4,1,1,1,0,0,0,0,3,0,0,15,3,12
"106","Uribe (ATA)","Flamengo","7,85",5,"4,38","0,00","0,00",3,1,1,0,1,5,1,1,0,0,0,0,0,0,0,2,3,6
"107","Christian (MEI)","América-MG","9,58",8,"4,38","0,00","0,00",14,1,0,0,12,7,1,0,0,0,0,0,0,0,0,4,0,16
"108","Rodrigo Lindoso (MEI)","Botafogo","11,30",17,"4,34","13,00","1,95",23,4,2,0,23,13,4,0,0,0,0,0,3,0,0,20,2,41
"109","Norberto  (LAT)","América-MG","10,69",10,"4,32","0,00","0,00",22,0,1,3,11,1,1,0,0,0,0,0,3,0,0,13,0,16
"110","Ayrton Lucas (LAT)","Fluminense","10,17",11,"4,30","4,90","0,10",21,0,0,2,32,4,0,0,0,0,0,0,1,0,0,9,0,23
"111","Silvinho (ATA)","Paraná","8,81",17,"4,29","2,90","-0,19",20,3,0,0,35,13,12,1,0,0,0,0,1,0,0,20,1,45
"112","Giovanni (LAT)","América-MG","7,72",13,"4,27","0,80","-0,62",14,3,0,3,11,5,1,0,0,0,0,0,3,0,0,7,1,17
"113","Jonathas (ATA)","Corinthians","6,57",3,"4,27","0,00","0,00",3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,2
"114","Léo (LAT)","Bahia","10,44",14,"4,26","7,60","1,13",29,0,1,4,14,3,3,0,0,0,0,0,0,0,0,18,3,38
"115","Lucca (ATA)","Internacional","8,74",13,"4,21","0,00","0,00",13,1,3,0,28,9,5,1,0,0,0,0,3,0,0,12,0,20
"116","Cuéllar (MEI)","Flamengo","9,43",13,"4,18","0,00","0,00",53,0,1,0,5,2,3,0,0,0,0,2,3,0,0,30,0,23
"117","Pio (MEI)","Ceará","7,37",8,"4,18","0,00","0,00",15,1,1,0,11,9,8,0,0,0,1,0,2,0,0,14,1,26
"118","Fabiano (LAT)","Internacional","9,09",10,"4,15","5,80","0,36",15,0,1,6,1,3,0,0,0,0,0,0,2,0,0,10,0,33
"119","Jonathan (LAT)","Atlético-PR","9,06",9,"4,13","4,20","-0,30",5,0,3,4,3,0,0,0,0,0,0,0,1,0,0,5,0,8
"120","Elicarlos (MEI)","Chapecoense","6,92",14,"4,13","0,00","0,00",27,2,0,0,30,5,2,0,0,0,0,0,2,0,0,20,0,20
"121","Tiago Nunes (TEC)","Atlético-PR","9,40",5,"4,13","4,22","0,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Paulo André (ZAG)","Atlético-PR","7,57",6,"4,12","0,00","0,00",3,1,0,4,5,0,0,0,0,0,0,0,2,0,0,6,0,11
"123","Fagner (LAT)","Corinthians","10,12",7,"4,11","0,00","0,00",11,0,2,3,5,1,0,0,0,0,0,0,1,0,0,10,0,30
"124","Pará (LAT)","Flamengo","3,99",4,"4,08","5,00","-0,33",4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,4
"125","Guto Ferreira (TEC)","Chapecoense","8,70",10,"4,08","3,60","-0,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Borja (ATA)","Palmeiras","10,49",5,"4,08","0,00","0,00",7,1,1,0,6,10,2,0,0,0,0,0,3,0,0,11,4,10
"127","Lisca (TEC)","Ceará","7,47",8,"4,05","4,18","0,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Osmar Loss (TEC)","Corinthians","11,61",12,"4,05","2,48","-0,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Dodô (LAT)","Santos","11,88",17,"4,02","3,80","-0,42",36,0,0,4,22,5,2,1,0,0,0,0,3,0,0,7,1,54
"130","William Pottker (ATA)","Internacional","5,24",16,"4,02","2,80","0,05",17,4,0,0,25,11,11,1,0,0,0,1,2,0,0,17,7,32
"131","Liziero (LAT)","São Paulo","6,59",13,"4,02","0,00","0,00",20,0,0,5,13,1,0,0,0,0,0,0,1,0,0,9,0,12
"132","Danilo Fernandes (GOL)","Internacional","10,00",13,"4,01","0,00","0,00",0,0,0,6,2,0,0,0,14,0,0,0,0,0,10,0,0,3
"133","Ronaldo (GOL)","Vitória","3,49",5,"4,00","1,00","-0,54",0,0,0,2,2,0,0,0,9,0,0,0,0,0,9,0,0,0
"134","Dudu (LAT)","Internacional","3,83",1,"4,00","4,00","-0,17",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"135","Pablo (ATA)","Atlético-PR","9,50",16,"3,98","0,00","0,00",21,4,1,0,11,16,8,0,0,0,0,0,3,0,0,31,13,16
"136","Edigar Junio (ATA)","Bahia","8,21",10,"3,98","2,20","-1,17",6,3,0,0,14,6,3,1,0,0,0,0,0,0,0,14,2,12
"137","Pepê (ATA)","Grêmio","4,68",9,"3,95","10,00","0,75",13,2,0,0,13,2,1,0,0,0,0,0,1,0,0,6,2,11
"138","Gustavo Henrique (ZAG)","Santos","4,90",10,"3,93","0,00","0,00",10,1,0,3,4,5,6,1,0,0,0,0,2,0,0,13,1,13
"139","Tomás Andrade (MEI)","Atlético-MG","5,83",9,"3,93","5,10","0,36",10,2,1,0,2,1,3,1,0,0,0,0,0,0,0,5,0,22
"140","Juninho (MEI)","América-MG","8,19",16,"3,92","-0,20","-0,36",41,2,0,0,18,4,1,0,0,0,0,0,3,0,0,19,1,41
"141","Cazares (MEI)","Atlético-MG","10,91",12,"3,91","8,90","1,64",10,2,3,0,3,13,6,0,0,0,0,0,1,0,0,7,0,42
"142","Paolo Guerrero (ATA)","Internacional","11,23",6,"3,90","0,00","0,00",3,1,1,0,10,5,3,0,0,0,0,0,0,0,0,9,2,4
"143","Madson (LAT)","Grêmio","6,27",5,"3,90","0,00","0,00",5,0,0,2,5,3,1,0,0,0,0,0,0,0,0,3,1,7
"144","Tiago  (ZAG)","Bahia","8,86",13,"3,90","7,90","0,94",20,1,0,4,12,8,5,0,0,0,0,0,3,0,0,24,2,22
"145","Weverton (GOL)","Palmeiras","9,19",7,"3,89","11,00","0,32",0,0,0,4,1,0,0,0,5,0,0,0,0,0,4,0,0,1
"146","Leandro Carvalho (ATA)","Ceará","5,43",4,"3,88","2,70","0,58",3,1,0,0,8,2,3,0,0,0,0,0,1,0,0,4,2,4
"147","Yann Rolim (MEI)","Chapecoense","3,49",3,"3,87","5,40","0,55",2,0,1,0,3,4,1,0,0,0,0,0,0,0,0,1,0,6
"148","Marcinho (LAT)","Botafogo","7,56",15,"3,86","3,90","-0,85",24,1,3,3,8,5,2,0,0,0,0,0,3,0,0,15,1,42
"149","Gilson (LAT)","Botafogo","7,23",9,"3,85","0,00","0,00",18,1,0,1,22,2,2,0,0,0,0,0,3,0,0,12,0,28
"150","Hudson (MEI)","São Paulo","8,83",14,"3,84","1,10","-0,23",49,0,0,0,13,7,4,0,0,0,0,0,6,0,0,34,2,22
"151","Mantuan (LAT)","Corinthians","4,90",11,"3,80","2,10","-0,48",24,0,0,3,17,3,0,0,0,0,0,0,1,0,0,16,1,32
"152","Wallyson (ATA)","Vitória","9,32",14,"3,79","-0,30","-0,40",10,2,3,0,12,10,6,1,0,0,0,0,2,0,0,7,2,29
"153","Bruno Pacheco (LAT)","Chapecoense","7,55",16,"3,79","6,10","1,15",35,0,0,4,29,4,0,0,0,0,0,0,4,0,0,24,0,31
"154","Cedric (LAT)","Vitória","3,83",4,"3,78","0,00","0,00",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"155","Danilo Avelar (LAT)","Corinthians","6,50",4,"3,77","0,00","0,00",4,0,0,2,4,0,3,1,0,0,0,0,0,0,0,9,1,15
"156","Thiago Santos (MEI)","Palmeiras","8,11",11,"3,76","5,90","1,23",27,1,0,0,13,0,1,1,0,0,0,0,2,0,0,20,1,11
"157","Wellington Silva (ATA)","Internacional","3,83",2,"3,75","0,00","0,00",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"158","Eduardo (LAT)","Chapecoense","5,96",11,"3,75","1,30","-0,59",16,0,2,3,7,2,1,0,0,0,0,0,1,0,0,8,0,27
"159","Caio Monteiro (ATA)","Vasco","4,56",6,"3,73","0,00","0,00",4,1,1,0,8,4,2,0,0,0,0,0,0,0,0,6,1,9
"160","Victor Luis (LAT)","Palmeiras","7,89",7,"3,73","5,80","-0,08",9,0,0,3,6,2,2,0,0,0,0,0,1,0,0,4,0,18
"161","Elton (MEI)","Bahia","9,53",16,"3,72","5,00","0,30",47,0,2,0,7,8,2,0,0,0,0,0,1,0,0,47,0,26
"162","Mano Menezes (TEC)","Cruzeiro","10,69",18,"3,71","2,27","-0,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Enderson Moreira (TEC)","Bahia","11,01",17,"3,71","6,59","0,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","João Lucas (LAT)","Ceará","4,97",7,"3,71","7,50","1,40",5,0,0,4,3,4,2,0,0,0,0,0,1,0,0,3,0,17
"165","Cléber Reis (ZAG)","Paraná","4,91",9,"3,68","-5,80","-1,89",17,0,0,3,6,3,1,0,0,0,0,1,1,0,0,5,2,12
"166","Juninho (MEI)","Ceará","6,22",9,"3,67","0,00","0,00",24,0,0,0,7,7,4,0,0,0,0,0,0,0,0,14,0,33
"167","Matheus Savio (MEI)","Flamengo","5,30",3,"3,67","0,00","0,00",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4
"168","Victor Ferraz (LAT)","Santos","9,01",13,"3,64","1,20","-0,63",22,1,0,3,4,1,4,0,0,0,0,0,1,0,0,9,4,26
"169","Diego (MEI)","Flamengo","9,21",13,"3,64","0,90","-0,43",16,3,1,0,43,12,3,0,0,0,0,0,5,0,0,23,6,53
"170","Igor Rabello (ZAG)","Botafogo","10,97",18,"3,64","3,00","-0,73",27,2,0,4,15,5,2,0,0,0,1,0,1,0,0,14,4,29
"171","Marcelo Oliveira (TEC)","Fluminense","10,11",6,"3,63","3,15","0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Eduardo Brock (ZAG)","Ceará","4,76",3,"3,63","0,00","0,00",0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,2
"173","Ramon (LAT)","Vasco","8,03",7,"3,61","1,40","-0,77",11,1,0,1,4,1,2,0,0,0,0,0,1,0,0,4,0,18
"174","Diego Pituca (MEI)","Santos","3,92",14,"3,60","2,20","0,16",25,0,3,0,22,9,0,0,0,0,0,0,3,0,0,17,0,19
"175","Cardona (MEI)","Ceará","3,57",3,"3,57","0,50","-0,72",10,0,0,0,3,2,1,0,0,0,0,0,1,0,0,6,0,12
"176","Jean Mota (MEI)","Santos","9,77",15,"3,56","0,90","-0,25",22,1,0,0,18,14,17,1,0,0,0,0,3,0,0,24,0,44
"177","Erick (ATA)","Vitória","5,13",5,"3,54","0,50","-0,04",6,1,0,0,8,2,1,0,0,0,0,0,1,0,0,3,1,7
"178","Léo (ZAG)","Cruzeiro","8,52",15,"3,53","3,00","0,23",21,0,0,5,4,5,1,0,0,0,0,0,0,0,0,14,2,9
"179","Thiago Martins (ZAG)","Palmeiras","5,54",7,"3,52","0,00","0,00",4,0,0,4,2,2,1,0,0,0,0,0,0,0,0,5,0,9
"180","Marcelo Benevenuto (ZAG)","Botafogo","6,69",1,"3,50","0,00","0,00",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Elton (ATA)","Ceará","6,18",6,"3,45","0,00","0,00",3,2,1,0,4,4,4,0,0,0,0,0,2,0,0,17,1,6
