"","Nome","Posição","Clube","Preço","J","Média","Últ. Pont.","Variação","RB","G","A","SG","FS","FF","FD","FT","DD","DP","GC","CV","CA","PP","GS","FC","I","PE"
"29","Róger Guedes","ATA","Atlético-MG","11,33",4,"7,48","11,70","2,44",3,3,0,0,14,2,2,0,0,0,0,0,1,0,0,7,1,12
"30","Patrick","MEI","Internacional","16,13",4,"7,42","8,10","1,24",17,0,1,0,6,2,2,0,0,0,0,0,0,0,0,9,0,11
"31","Luan","ATA","Grêmio","18,60",3,"7,40","12,10","2,56",2,0,1,0,11,7,2,2,0,0,0,0,0,0,0,4,0,11
"32","Thiago Carleto","LAT","Atlético-PR","15,23",4,"7,38","-1,60","-2,09",3,1,1,2,6,1,3,1,0,0,0,0,1,0,0,2,0,18
"33","Ayrton Lucas","LAT","Fluminense","11,87",3,"7,37","0,00","0,00",8,0,0,1,15,1,0,0,0,0,0,0,0,0,0,4,0,4
"34","Richard","MEI","Fluminense","16,44",4,"7,32","2,20","-0,65",15,1,0,0,4,2,0,0,0,0,0,0,0,0,0,3,0,11
"35","Christian","MEI","América-MG","11,21",2,"7,20","0,00","0,00",7,0,0,0,6,2,1,0,0,0,0,0,0,0,0,2,0,3
"36","Matheus Fernandes","MEI","Botafogo","13,69",4,"7,20","0,70","-1,27",15,0,1,0,2,2,1,1,0,0,0,0,1,0,0,4,0,5
"37","Fellipe Bastos","MEI","Sport","9,56",4,"7,13","13,60","2,63",8,0,2,0,1,6,6,0,0,0,0,0,0,0,0,5,1,10
"38","Víctor Cuesta","ZAG","Internacional","15,16",4,"7,05","-2,10","-2,65",18,0,0,2,3,0,0,0,0,0,0,0,2,0,0,9,0,6
"39","Torito González","MEI","Paraná","4,26",1,"7,00","7,00","1,26",4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2
"40","Maurício Barbieri","TEC","Flamengo","13,28",4,"7,00","7,88","1,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Egídio","LAT","Cruzeiro","9,79",2,"6,95","13,50","1,94",8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,1,2
"42","Bruno Cortez","LAT","Grêmio","14,20",3,"6,90","2,50","-1,28",8,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,6
"43","Dedé","ZAG","Cruzeiro","9,69",3,"6,87","15,80","3,83",7,1,0,1,4,3,1,0,0,0,0,0,2,0,0,6,0,5
"44","Clayson","ATA","Corinthians","11,94",3,"6,83","0,00","0,00",6,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,0,6
"45","Pedro Henrique","ZAG","Corinthians","6,41",1,"6,80","6,80","0,41",3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
"46","Léo Moura","LAT","Grêmio","11,92",3,"6,73","6,00","0,34",3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,3,0,1
"47","Carlos","ATA","Paraná","8,05",3,"6,73","11,60","2,77",3,1,0,0,7,2,3,0,0,0,0,0,0,0,0,1,1,0
"48","Marcos Rocha","LAT","Palmeiras","12,03",4,"6,60","11,30","2,06",11,1,0,2,4,0,0,0,0,0,0,0,1,0,0,6,0,17
"49","Rodrigo Moledo","ZAG","Internacional","10,53",3,"6,60","3,50","-0,15",5,0,0,2,5,2,0,0,0,0,0,0,0,0,0,2,1,1
"50","Jean Mota","MEI","Santos","11,02",3,"6,60","11,40","2,19",7,1,0,0,4,5,2,0,0,0,0,0,0,0,0,7,0,12
"51","Rodrigo Caio","ZAG","São Paulo","12,76",2,"6,55","0,00","0,00",3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,3
"52","Léo","LAT","Bahia","10,56",4,"6,55","5,40","0,26",11,0,0,2,4,1,1,0,0,0,0,0,0,0,0,3,2,6
"53","Cuéllar","MEI","Flamengo","12,05",4,"6,53","6,90","0,45",18,0,1,0,1,1,0,0,0,0,0,0,1,0,0,8,0,4
"54","Claudinei Oliveira","TEC","Sport","8,17",2,"6,53","7,43","1,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Paolo Guerrero","ATA","Flamengo","12,87",1,"6,30","6,30","-2,13",0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
"56","Reinaldo","LAT","São Paulo","10,67",1,"6,30","6,30","-1,33",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
"57","Rogério","ATA","Sport","8,95",3,"6,27","5,40","0,29",3,1,0,0,10,2,3,0,0,0,0,0,0,0,0,3,3,3
"58","Nico López","ATA","Internacional","16,07",3,"6,23","0,00","0,00",1,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,8
"59","Léo Duarte","ZAG","Flamengo","6,87",2,"6,10","6,50","0,95",1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"60","Yago Pikachu","LAT","Vasco","13,75",3,"6,07","4,30","-0,40",2,1,0,0,10,2,2,1,0,0,0,0,0,0,0,1,2,11
"61","Zé Rafael ","MEI","Bahia","16,52",4,"6,07","2,60","-0,67",9,0,0,0,17,6,4,1,0,0,0,0,1,0,0,10,0,11
"62","Luan","ATA","Atlético-MG","14,19",4,"6,05","1,70","-0,73",19,0,0,0,2,2,2,0,0,0,0,0,0,0,0,8,1,16
"63","Keno","ATA","Palmeiras","11,45",4,"6,03","9,10","1,67",12,0,1,0,11,1,2,0,0,0,0,0,0,0,0,5,0,17
"64","Léo Cittadini","MEI","Santos","10,33",3,"6,00","4,30","-0,11",9,0,1,0,4,3,1,0,0,0,0,0,1,0,0,6,1,2
"65","Gabriel","MEI","Corinthians","11,57",3,"6,00","2,40","-0,28",11,1,0,0,5,1,0,0,0,0,0,0,2,0,0,8,0,6
"66","Anselmo","MEI","Sport","12,44",4,"5,95","9,10","1,75",17,0,0,0,8,2,0,0,0,0,0,0,0,0,0,8,0,11
"67","Wallyson","ATA","Vitória","7,91",2,"5,90","0,10","-1,29",2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,1,1,5
"68","Paulo André","ZAG","Atlético-PR","8,08",2,"5,80","0,00","0,00",3,0,0,2,4,0,0,0,0,0,0,0,1,0,0,4,0,3
"69","Maílson","GOL","Sport","5,14",3,"5,80","5,00","0,43",0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,0,2
"70","Jonathan","LAT","Atlético-PR","10,63",3,"5,77","6,40","1,00",2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"71","Bruno Alves","ZAG","São Paulo","10,78",3,"5,70","-1,30","-1,45",3,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,3
"72","Fabiano","LAT","Internacional","8,91",3,"5,63","1,20","-0,91",8,0,0,2,1,1,0,0,0,0,0,0,1,0,0,4,0,8
"73","Pedro Geromel","ZAG","Grêmio","15,48",2,"5,60","4,50","-1,42",6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"74","Hyoran","MEI","Palmeiras","3,85",1,"5,60","5,60","0,85",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"75","Santos","GOL","Atlético-PR","7,73",4,"5,58","-3,10","-2,78",0,0,0,2,1,0,0,0,7,0,0,0,0,0,4,0,0,4
"76","Sander","LAT","Sport","9,94",4,"5,55","9,60","1,74",11,0,0,1,4,1,3,0,0,0,0,0,1,0,0,5,0,4
"77","Renato Gaúcho","TEC","Grêmio","15,21",4,"5,53","9,02","1,90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Manoel","ZAG","Cruzeiro","6,06",1,"5,50","0,00","0,00",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"79","Weverton","GOL","Palmeiras","8,88",1,"5,50","0,00","0,00",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Leandro Carvalho","ATA","Botafogo","5,86",1,"5,50","0,00","0,00",2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
"81","Paulo Miranda","ZAG","Grêmio","7,76",2,"5,40","0,00","0,00",4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0,5
"82","Desábato","MEI","Vasco","8,75",3,"5,40","8,90","1,55",9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"83","Bruno Henrique","MEI","Palmeiras","9,29",3,"5,37","11,70","2,42",8,1,0,0,4,2,0,0,0,0,0,0,1,0,0,8,0,5
"84","Marcelo Lomba","GOL","Internacional","7,72",1,"5,20","0,00","0,00",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"85","Fábio Carille","TEC","Corinthians","13,33",4,"5,18","3,07","0,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Nikão","MEI","Atlético-PR","13,40",4,"5,17","2,70","-0,21",4,1,0,0,10,3,2,0,0,0,0,0,0,0,0,1,1,7
"87","Raul Prata","LAT","Sport","10,24",3,"5,13","0,00","0,00",11,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,8
"88","Rafael Moura","ATA","América-MG","11,34",4,"5,12","4,90","0,13",2,2,1,0,4,2,3,0,0,0,0,0,1,0,0,8,1,14
"89","Vinícius Freitas","LAT","Chapecoense","4,26",1,"5,10","0,00","0,00",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"90","Renatinho","MEI","Botafogo","5,35",2,"5,10","5,70","1,04",4,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,4
"91","Jhonny Lucas","MEI","Paraná","5,55",3,"5,07","2,60","-0,43",8,1,0,0,2,3,2,0,0,0,0,0,1,0,0,13,0,7
"92","Andrés Ríos","ATA","Vasco","6,97",3,"5,03","6,20","0,68",1,2,0,0,4,1,2,1,0,0,0,0,2,0,0,11,1,2
"93","Norberto ","LAT","América-MG","10,86",4,"5,03","-1,80","-1,70",11,0,0,1,6,0,1,0,0,0,0,0,1,0,0,3,0,7
"94","Elton","MEI","Bahia","9,42",4,"5,02","3,80","0,40",14,0,1,0,1,3,0,0,0,0,0,0,0,0,0,14,0,6
"95","Dodô","LAT","Santos","11,98",3,"5,00","4,20","-0,35",9,0,0,1,6,1,1,0,0,0,0,0,2,0,0,3,0,10
"96","Léo","LAT","Fluminense","4,48",1,"5,00","0,00","0,00",3,0,0,0,2,1,0,1,0,0,0,0,1,0,0,3,1,1
"97","Luan Peres ","ZAG","Fluminense","6,33",1,"5,00","0,00","0,00",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Júnior Tavares","LAT","São Paulo","7,58",1,"5,00","0,00","0,00",1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
"99","Trauco","LAT","Flamengo","4,41",1,"5,00","5,00","0,41",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Cueva","MEI","São Paulo","12,56",3,"4,93","4,70","-0,45",4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,1,9
"101","Léo","ZAG","Cruzeiro","8,27",3,"4,90","10,20","2,12",7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,2
"102","Alisson","MEI","Grêmio","8,06",2,"4,85","0,00","0,00",3,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,6
"103","Raphael Alemão","ATA","Paraná","4,45",2,"4,85","0,00","0,00",3,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1,0,3
"104","Luan","ATA","América-MG","12,04",3,"4,83","0,00","0,00",7,0,1,0,4,2,1,0,0,0,0,0,1,0,0,3,1,6
"105","Marlone","MEI","Sport","9,07",4,"4,82","3,60","-0,45",4,1,0,0,6,2,7,0,0,0,0,0,1,0,0,2,1,14
"106","Diego Aguirre","TEC","São Paulo","10,83",4,"4,78","3,24","0,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Petros","MEI","São Paulo","9,21",2,"4,75","0,00","0,00",6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0
"108","Zé Ricardo","TEC","Vasco","10,15",3,"4,62","6,10","0,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Everton","MEI","São Paulo","10,40",3,"4,60","8,00","1,27",3,1,0,0,5,3,1,0,0,0,0,0,0,0,0,4,2,6
"110","Thiago Larghi","TEC","Atlético-MG","8,66",4,"4,59","3,19","0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Marcelo Grohe","GOL","Grêmio","15,58",3,"4,57","-2,00","-3,07",0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1
"112","Éderson","ATA","Atlético-PR","9,50",2,"4,55","0,00","0,00",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"113","Gilson","LAT","Botafogo","7,93",4,"4,53","3,50","0,05",10,1,0,0,9,0,1,0,0,0,0,0,1,0,0,7,0,17
"114","Jandrei","GOL","Chapecoense","6,18",4,"4,53","0,70","-2,00",0,0,0,1,2,0,0,0,9,0,0,0,0,0,7,0,0,3
"115","Roger Machado ","TEC","Palmeiras","10,92",4,"4,51","5,43","0,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Éverson","GOL","Ceará","9,01",4,"4,50","2,00","0,00",0,0,0,1,0,0,0,0,9,0,0,0,1,0,6,0,0,0
"117","Fernando Diniz","TEC","Atlético-PR","9,98",4,"4,50","2,33","-0,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Cazares","MEI","Atlético-MG","10,04",2,"4,50","3,90","-1,05",2,0,1,0,1,1,3,0,0,0,0,0,1,0,0,2,0,3
"119","Luiz Otávio ","ZAG","Chapecoense","5,73",1,"4,50","0,00","0,00",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"120","Rodrigo Becão","ZAG","Bahia","3,61",1,"4,50","0,00","0,00",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"121","Ezequiel","ATA","Botafogo","6,00",2,"4,50","0,00","0,00",2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1
"122","Ricardo Oliveira","ATA","Atlético-MG","7,61",4,"4,48","8,10","2,56",2,2,1,0,7,3,1,0,0,0,0,0,2,0,0,8,5,9
"123","Dudu","ATA","Palmeiras","15,98",4,"4,48","3,60","0,10",3,1,1,0,8,3,4,0,0,0,0,0,2,0,0,4,0,16
"124","Henrique","ZAG","Corinthians","10,21",4,"4,42","9,00","2,11",2,1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,2
"125","Abel Braga","TEC","Fluminense","10,80",4,"4,41","4,75","0,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Fagner","LAT","Corinthians","11,70",3,"4,40","0,00","0,00",5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,11
"127","Claudio Winck","LAT","Sport","5,59",3,"4,40","16,10","4,74",4,1,0,1,4,1,0,0,0,0,0,0,1,0,0,9,0,7
"128","Douglas","ZAG","Chapecoense","7,43",4,"4,32","4,30","0,30",7,0,0,1,5,3,0,0,0,0,0,0,0,0,0,5,0,2
"129","Jori","GOL","América-MG","9,74",3,"4,27","0,00","0,00",0,0,0,1,1,0,0,0,5,0,0,0,0,0,3,1,0,4
"130","Pio","MEI","Ceará","6,53",2,"4,25","0,00","0,00",10,0,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,7
"131","Robinho","ATA","Fluminense","4,62",2,"4,25","0,50","-0,85",0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2
"132","Henrique","MEI","Cruzeiro","10,75",3,"4,23","1,50","-1,16",9,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,3
"133","Lucca","ATA","Internacional","7,43",2,"4,20","3,20","0,06",1,0,0,0,4,1,3,1,0,0,0,0,1,0,0,1,0,0
"134","Brenner","ATA","Botafogo","6,48",4,"4,15","1,20","-1,06",2,1,0,0,9,4,1,0,0,0,0,0,0,0,0,3,0,6
"135","Yago","MEI","Vitória","10,97",4,"4,15","0,30","-0,58",9,1,0,0,8,3,2,0,0,0,0,0,2,0,0,7,1,19
"136","Edenílson","MEI","Internacional","10,22",3,"4,13","0,00","0,00",5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8
"137","Everton Felipe","MEI","Sport","6,20",3,"4,13","3,10","-0,12",1,1,0,0,5,1,2,0,0,0,0,0,0,0,0,2,0,6
"138","Enderson Moreira","TEC","América-MG","9,60",4,"4,11","-0,22","-0,90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Cássio","GOL","Corinthians","10,33",4,"4,10","1,00","-0,49",0,0,0,1,0,0,0,0,6,0,0,0,0,0,3,0,0,2
"140","Matheus Rossetto","MEI","Atlético-PR","11,68",4,"4,10","0,80","-0,68",8,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,14
"141","Lucas Veríssimo","ZAG","Santos","9,10",3,"4,10","2,40","-0,43",6,0,0,1,2,1,1,0,0,0,0,0,1,0,0,2,1,4
"142","Pablo","ATA","Atlético-PR","9,63",4,"4,08","8,60","2,19",4,2,0,0,2,4,1,0,0,0,0,0,1,0,0,10,4,7
"143","Odair Hellmann","TEC","Internacional","9,47",4,"4,08","1,75","-0,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Edu Dracena","ZAG","Palmeiras","6,87",2,"4,05","2,10","-0,59",2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,3
"145","Thiago Heleno","ZAG","Atlético-PR","9,33",2,"4,05","0,40","-1,66",3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,3
"146","Jair Ventura","TEC","Santos","10,77",3,"4,03","2,45","-0,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Thiago Galhardo","MEI","Vasco","8,15",3,"4,00","0,70","-1,00",1,0,2,0,4,1,0,1,0,0,0,0,1,0,0,3,0,6
"148","Guto Ferreira","TEC","Bahia","8,18",4,"3,98","1,98","-0,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Carlinhos","LAT","América-MG","12,58",4,"3,95","-1,10","-1,00",5,1,0,1,2,1,3,0,0,0,0,0,1,0,0,11,1,7
"150","Diego Souza","MEI","São Paulo","10,83",2,"3,95","6,30","1,11",0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,7
"151","Rhayner","ATA","Vitória","8,95",4,"3,95","-1,10","-1,13",5,0,1,0,10,3,2,1,0,0,0,0,2,0,0,5,0,10
"152","Lucas Fonseca","ZAG","Bahia","7,34",3,"3,93","1,80","-0,22",2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,8
"153","Vanderlei","GOL","Santos","16,40",3,"3,90","-3,80","-4,04",0,0,0,1,2,0,0,0,6,0,0,0,0,0,6,0,0,1
"154","Alberto Valentim","TEC","Botafogo","8,74",4,"3,89","2,75","0,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Régis","LAT","São Paulo","7,74",4,"3,88","1,40","-0,26",7,0,0,2,1,1,1,0,0,0,0,0,1,0,0,5,0,10
"156","Tiago Alves","ZAG","Ceará","4,41",2,"3,85","0,00","0,00",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"157","Lucas Silva","MEI","Cruzeiro","5,30",2,"3,85","6,20","1,15",4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,4
"158","Gregore","MEI","Bahia","7,36",4,"3,82","1,70","-0,03",16,0,0,0,4,2,0,0,0,0,0,0,0,0,0,21,0,6
"159","Mano Menezes","TEC","Cruzeiro","10,21",4,"3,80","7,06","1,20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Juninho","MEI","América-MG","7,16",4,"3,80","3,90","0,75",11,0,0,0,5,2,0,0,0,0,0,0,0,0,0,6,0,8
"161","Gum","ZAG","Fluminense","5,58",3,"3,77","0,00","0,00",2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,5
"162","Neilton","ATA","Vitória","9,55",3,"3,77","8,10","1,85",1,1,0,0,8,2,0,0,0,0,0,0,0,0,0,3,1,6
"163","Tiago ","ZAG","Bahia","7,53",2,"3,75","0,00","0,00",2,0,0,1,2,3,1,0,0,0,0,0,0,0,0,8,1,2
"164","Daniel Guedes ","LAT","Santos","8,69",3,"3,73","3,40","-0,13",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
"165","Bruno Guimarães","MEI","Atlético-PR","6,88",3,"3,73","0,00","0,00",6,0,0,0,16,0,0,0,0,0,0,0,1,0,0,4,0,6
"166","Arthur ","ATA","Chapecoense","8,39",4,"3,65","10,90","3,15",4,1,0,0,7,5,0,0,0,0,0,0,1,0,0,5,0,8
"167","Pablo Dyego","ATA","Fluminense","6,37",4,"3,65","11,60","3,32",1,1,0,0,8,3,1,0,0,0,0,0,0,0,0,2,0,5
"168","Anderson Martins","ZAG","São Paulo","7,67",1,"3,60","3,60","-1,33",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
"169","Henrique Dourado","ATA","Flamengo","13,72",4,"3,60","-0,20","-0,53",1,2,0,0,7,3,0,0,0,0,0,0,2,0,0,6,1,5
"170","Lucas Fernandes","MEI","São Paulo","5,24",1,"3,60","0,00","0,00",1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1
"171","Diogo Barbosa","LAT","Palmeiras","9,67",4,"3,53","1,60","-0,04",7,0,1,2,0,0,0,0,0,0,0,0,2,0,0,7,0,13
"172","Léo Itaperuna","ATA","Paraná","4,29",2,"3,50","5,00","0,85",0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,2,0,2
"173","Luiz Antonio ","MEI","Chapecoense","6,40",1,"3,50","0,00","0,00",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
"174","Marquinhos","ATA","América-MG","6,32",3,"3,43","-0,90","-1,60",2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,8
"175","Antônio Carlos ","ZAG","Palmeiras","7,75",4,"3,43","-0,60","-1,36",2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2,1,6
"176","Rodrigo Dourado","MEI","Internacional","10,19",4,"3,40","1,90","-0,03",13,0,0,0,5,0,2,0,0,0,0,0,2,0,0,9,1,6
"177","Luiz Otávio","ZAG","Ceará","7,46",4,"3,38","4,20","0,86",10,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,5
"178","Marcos Guilherme ","ATA","São Paulo","10,23",3,"3,37","2,50","0,01",5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,1,3
"179","Wellington Paulista","ATA","Chapecoense","10,60",4,"3,33","-1,00","-0,64",2,2,0,0,7,6,0,0,0,0,0,0,3,0,0,9,4,5
"180","Arboleda","ZAG","São Paulo","9,59",3,"3,33","0,00","-0,41",5,0,0,1,2,2,0,0,0,0,0,0,1,0,0,5,0,2
"181","Everson","ZAG","Bahia","3,63",2,"3,30","2,10","0,02",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"182","Bressan","ZAG","Grêmio","7,35",3,"3,27","0,00","0,00",1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,4
